Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,661.0,755.0,656.0,681.4000244140625,673.322265625,60887005
2020-03-17,691.0,747.9500122070312,689.0,730.9000244140625,722.2354736328125,15145135
2020-03-18,752.0999755859375,769.0,680.0,689.2000122070312,681.02978515625,8949832
2020-03-19,660.0,717.0,650.0,692.0499877929688,683.845947265625,6432046
2020-03-20,706.25,730.0,690.25,724.5,715.911376953125,6492226
2020-03-23,659.0,698.0,580.0,582.4000244140625,575.4959716796875,6260086
2020-03-24,620.0,623.9500122070312,575.0499877929688,613.7000122070312,606.4248657226562,4019306
2020-03-25,601.0,648.9000244140625,591.4000244140625,624.9500122070312,617.54150390625,3487615
2020-03-26,634.0,693.7999877929688,621.4500122070312,650.9500122070312,643.2332763671875,4360453
2020-03-27,675.0,690.0,650.0,655.9000244140625,648.1246337890625,3114532
2020-03-30,640.0,642.7000122070312,607.0,615.3499755859375,608.0552368164062,1791851
2020-03-31,635.0,638.0,608.5499877929688,618.6500244140625,611.3162231445312,2334476
2020-04-01,624.0,624.0,601.25,608.0499877929688,600.841796875,1500748
2020-04-03,613.7999877929688,614.7000122070312,588.0,590.25,583.2528076171875,1693653
2020-04-07,605.0,611.0,582.0,586.0499877929688,579.1026000976562,3137346
2020-04-08,584.7999877929688,598.4000244140625,576.0,579.5,572.6303100585938,3090942
2020-04-09,585.0499877929688,614.25,575.0,595.2000122070312,588.1441650390625,6139508
2020-04-13,580.0,581.5,501.1000061035156,505.5,499.50750732421875,22872176
2020-04-15,510.0,524.4500122070312,502.0,504.6499938964844,498.66754150390625,8436630
2020-04-16,505.0,537.2000122070312,501.0,532.0999755859375,525.7921752929688,8012039
2020-04-17,546.0,548.7999877929688,523.0,530.5,524.211181640625,6749997
2020-04-20,534.75,548.9000244140625,528.5,540.0999755859375,533.6973266601562,5766094
2020-04-21,528.9000244140625,534.9000244140625,518.0,525.9000244140625,519.6656494140625,3249266
2020-04-22,527.0,535.7000122070312,520.0999755859375,532.4000244140625,526.088623046875,2719250
2020-04-23,539.0,574.0,535.0,560.9500122070312,554.3001098632812,4983300
2020-04-24,557.7000122070312,596.4500122070312,552.0999755859375,557.8499755859375,551.2368774414062,7823763
2020-04-27,563.7000122070312,575.0,542.8499755859375,552.7000122070312,546.1480102539062,3304382
2020-04-28,556.0,562.4500122070312,547.4500122070312,550.9000244140625,544.3693237304688,1975797
2020-04-29,555.4000244140625,584.0,548.4000244140625,577.5,570.6539306640625,6121254
2020-04-30,591.0,604.9000244140625,585.0,599.1500244140625,592.04736328125,6038250
2020-05-04,566.2000122070312,578.0,566.2000122070312,568.4500122070312,561.7112426757812,2066273
2020-05-05,577.75,584.2999877929688,550.5999755859375,553.0,546.4443359375,2247743
2020-05-06,557.0,569.0,542.0,565.6500244140625,558.9444580078125,2355709
2020-05-07,563.0,579.0,558.9000244140625,574.4500122070312,567.64013671875,2201860
2020-05-08,585.0,586.0,548.5999755859375,561.9500122070312,555.2882690429688,5124992
2020-05-11,552.0,561.0,543.0,548.5,541.9977416992188,2746613
2020-05-12,542.0,548.3499755859375,530.2000122070312,543.0999755859375,536.6617431640625,2114725
2020-05-13,570.0,570.5499877929688,545.25,548.2999877929688,541.8001098632812,2376104
2020-05-14,543.0,545.75,537.0999755859375,538.6500244140625,532.2645263671875,1456710
2020-05-15,542.0,544.0,535.25,539.4500122070312,534.0465087890625,1044610
2020-05-18,540.0,540.0,526.0,528.9000244140625,523.6021728515625,1212869
2020-05-19,535.0,540.0,529.1500244140625,537.6500244140625,532.2645263671875,1329747
2020-05-20,537.0,548.0,534.5999755859375,536.75,531.3735961914062,1142401
2020-05-21,539.4000244140625,546.7999877929688,536.1500244140625,542.3499755859375,536.9174194335938,1181440
2020-05-22,541.4000244140625,546.2999877929688,495.0,509.54998779296875,504.44598388671875,5257005
2020-05-26,515.0,518.0,496.5,498.75,493.7541809082031,4517594
2020-05-27,501.6000061035156,521.0999755859375,496.0,517.4500122070312,512.2669067382812,3008219
2020-05-28,520.0,537.75,518.1500244140625,532.2999877929688,526.9680786132812,2381056
2020-05-29,528.0,541.6500244140625,524.2000122070312,538.8499755859375,533.4524536132812,1540576
2020-06-01,544.0,557.4000244140625,544.0,547.7999877929688,542.3128662109375,1938989
2020-06-02,554.5,573.0,552.75,570.0499877929688,564.3399658203125,2740833
2020-06-03,578.0,626.0,577.0,611.2999877929688,605.1767578125,9382240
2020-06-04,615.0,634.7000122070312,607.0,612.4000244140625,606.2658081054688,4581283
2020-06-05,618.0,632.0,615.0499877929688,626.0,619.7294921875,2893988
2020-06-08,634.9000244140625,639.5,611.2000122070312,614.8499755859375,608.6912231445312,2619002
2020-06-09,618.0,626.75,607.2000122070312,611.6500244140625,605.5233154296875,2338078
2020-06-10,612.0,618.0,593.5499877929688,598.4000244140625,592.4060668945312,2051355
2020-06-11,595.4500122070312,608.7000122070312,590.0,591.0499877929688,585.1295776367188,1353850
2020-06-12,552.5,594.5,552.5,590.4500122070312,584.5357055664062,2363435
